"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Shoulder Press (Dumbbell)",,"Intro, less rpe, more reps next time",2,"normal",16,10,,0,7.5
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Shoulder Press (Dumbbell)",,"Intro, less rpe, more reps next time",3,"normal",16,9,,0,8
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Bottom-Half Seated Cable Flye",,"Intro, less rpe, more reps next time",0,"warmup",5,10,,0,6
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Bottom-Half Seated Cable Flye",,"Intro, less rpe, more reps next time",1,"normal",10,12,,0,7.5
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Bottom-Half Seated Cable Flye",,"Intro, less rpe, more reps next time",2,"normal",10,9,,0,8
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Lateral Raise (Cable)",,"Intro, less rpe, more reps next time",0,"warmup",4,10,,0,6
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Lateral Raise (Cable)",,"Intro, less rpe, more reps next time",1,"normal",7.5,9,,0,7.5
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Lateral Raise (Cable)",,"Intro, less rpe, more reps next time",2,"normal",7,10,,0,8
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Skullcrusher (Barbell)",,"",0,"warmup",12.5,10,,0,6
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Skullcrusher (Barbell)",,"",1,"normal",25,12,,0,8
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Skullcrusher (Barbell)",,"",2,"normal",25,10,,0,8
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Triceps Pressdown",,"",0,"warmup",7.5,10,,0,6
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Triceps Pressdown",,"",1,"normal",10.5,15,,0,8
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Dragon Flag",,"",0,"normal",,12,,0,8.5
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Dragon Flag",,"",1,"normal",,10,,0,9.5
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Lat Pulldown (Cable)",,"Upper: check comment history",0,"warmup",30,10,,0,6
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Lat Pulldown (Cable)",,"Upper: check comment history",1,"warmup",45,6,,0,6
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Lat Pulldown (Cable)",,"Upper: check comment history",2,"normal",65,10,,0,9.5
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Lat Pulldown (Cable)",,"Upper: check comment history",3,"normal",60,9,,0,9.5
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Chest Supported Incline Row (Dumbbell)",,"Upper: see comment history",0,"warmup",12,10,,0,6
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Chest Supported Incline Row (Dumbbell)",,"Upper: see comment history",1,"warmup",16,6,,0,6
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Chest Supported Incline Row (Dumbbell)",,"Upper: see comment history",2,"normal",26,12,,0,8.5
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Chest Supported Incline Row (Dumbbell)",,"Upper: see comment history",3,"normal",26,11,,0,9.5
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Seated Cable Row - Bar Wide Grip",,"Intro, lower RPE, increase reps next time",0,"warmup",30,10,,0,6
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Seated Cable Row - Bar Wide Grip",,"Intro, lower RPE, increase reps next time",1,"normal",60,12,,0,7.5
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Seated Cable Row - Bar Wide Grip",,"Intro, lower RPE, increase reps next time",2,"normal",60,12,,0,8.5
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Reverse Fly Single Arm (Cable)",,"Intro, lower RPE, increase reps next time",0,"warmup",4.5,10,,0,6
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Reverse Fly Single Arm (Cable)",,"Intro, lower RPE, increase reps next time",1,"normal",9.5,12,,0,7
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Reverse Fly Single Arm (Cable)",,"Intro, lower RPE, increase reps next time",2,"normal",9.5,12,,0,8
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Shrug (Cable)",,"Intro, lower RPE, increase reps next time",0,"warmup",15,10,,0,6
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Shrug (Cable)",,"Intro, lower RPE, increase reps next time",1,"warmup",20,6,,0,6
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Shrug (Cable)",,"Intro, lower RPE, increase reps next time",2,"normal",32.5,12,,0,7
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Shrug (Cable)",,"Intro, lower RPE, increase reps next time",3,"normal",32.5,12,,0,8
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Hammer Curl (Cable)",,"Intro, lower RPE, increase reps next time",0,"warmup",12.5,10,,0,6
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Hammer Curl (Cable)",,"Intro, lower RPE, increase reps next time",1,"normal",22.5,12,,0,7
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Hammer Curl (Cable)",,"Intro, lower RPE, increase reps next time",2,"normal",22.5,10,,0,8
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Concentration Curl",,"Intro, lower RPE, increase reps next time",0,"warmup",6,10,,0,6
"Pull // Ramp // Hypertrophy // Intro","5 Sep 2025, 13:02","5 Sep 2025, 14:13","","Concentration Curl",,"Intro, lower RPE, increase reps next time",1,"normal",12,14,,0,8.5
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Incline Bench Press (Dumbbell)",,"Intro, lower rpe, more reps next time",0,"warmup",10,10,,0,6
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Incline Bench Press (Dumbbell)",,"Intro, lower rpe, more reps next time",1,"warmup",12,6,,0,6
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Incline Bench Press (Dumbbell)",,"Intro, lower rpe, more reps next time",2,"normal",22,9,,0,8
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Incline Bench Press (Dumbbell)",,"Intro, lower rpe, more reps next time",3,"normal",22,8,,0,8.5
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Cable Crossover Ladder",,"Intro, lower rpe, more reps next time",0,"warmup",6,10,,0,6
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Cable Crossover Ladder",,"Intro, lower rpe, more reps next time",1,"normal",12,10,,0,7.5
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Cable Crossover Ladder",,"Intro, lower rpe, more reps next time",2,"normal",12,10,,0,8.5
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Lat Pulldown (Cable)",,"Intro, lower rpe, more reps next time\nKeep aiming for 70 in first set, to keep up with end of foundation",0,"warmup",35,10,,0,6
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Lat Pulldown (Cable)",,"Intro, lower rpe, more reps next time\nKeep aiming for 70 in first set, to keep up with end of foundation",1,"normal",70,8,,0,8.5
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Lat Pulldown (Cable)",,"Intro, lower rpe, more reps next time\nKeep aiming for 70 in first set, to keep up with end of foundation",2,"normal",60,9,,0,9.5
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Lateral Raise (Cable)",,"Intro, lower rpe, increase to 7,5 next time",0,"warmup",4,10,,0,6
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Lateral Raise (Cable)",,"Intro, lower rpe, increase to 7,5 next time",1,"normal",7,12,,0,8.5
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Lateral Raise (Cable)",,"Intro, lower rpe, increase to 7,5 next time",2,"normal",7,11,,0,9
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Pendlay Row (Barbell)",,"Intro, lower rpe, more reps next time. Check history for comments",0,"warmup",30,10,,0,6
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Pendlay Row (Barbell)",,"Intro, lower rpe, more reps next time. Check history for comments",1,"normal",60,9,,0,8.5
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Pendlay Row (Barbell)",,"Intro, lower rpe, more reps next time. Check history for comments",2,"normal",60,8,,0,9.5
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Triceps Extension (Cable)",,"Intro, lower rpe, more reps next time",0,"warmup",12,10,,0,6
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Triceps Extension (Cable)",,"Intro, lower rpe, more reps next time",1,"normal",24,10,,0,7
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Triceps Extension (Cable)",,"Intro, lower rpe, more reps next time",2,"normal",24,11,,0,9
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Bayesian Cable Curl",,"Intro, lower rpe, more reps next time\n10 for height\nLook at form next time (mirror), might need to go back to 14,5",0,"warmup",7.5,10,,0,6
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Bayesian Cable Curl",,"Intro, lower rpe, more reps next time\n10 for height\nLook at form next time (mirror), might need to go back to 14,5",1,"normal",15,10,,0,8.5
"Upper // Ramp // Strength // Intro","2 Sep 2025, 15:10","2 Sep 2025, 16:20","","Bayesian Cable Curl",,"Intro, lower rpe, more reps next time\n10 for height\nLook at form next time (mirror), might need to go back to 14,5",2,"normal",15,9,,0,9
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Seated Leg Curl (Machine)",,"Intro, lower RPE",0,"warmup",39,10,,0,6
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Seated Leg Curl (Machine)",,"Intro, lower RPE",1,"warmup",51,6,,0,6
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Seated Leg Curl (Machine)",,"Intro, lower RPE",2,"normal",78,9,,0,7
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Seated Leg Curl (Machine)",,"Intro, lower RPE",3,"normal",78,10,,0,8.5
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Squat (Barbell)",,"Intro, lower RPE, work on increasing reps again",0,"warmup",37.5,10,,0,6
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Squat (Barbell)",,"Intro, lower RPE, work on increasing reps again",1,"warmup",45,6,,0,6
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Squat (Barbell)",,"Intro, lower RPE, work on increasing reps again",2,"normal",77.5,7,,0,7.5
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Squat (Barbell)",,"Intro, lower RPE, work on increasing reps again",3,"normal",77.5,6,,0,7.5
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole slightly above eye level\nIntro, lower RPE",0,"warmup",,10,,0,6
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole slightly above eye level\nIntro, lower RPE",1,"warmup",10,6,,0,6
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole slightly above eye level\nIntro, lower RPE",2,"normal",20,8,,0,7
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole slightly above eye level\nIntro, lower RPE",3,"normal",20,9,,0,8
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Leg Extension (Machine)",,"Intro, lower RPE",0,"warmup",54,10,,0,6
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Leg Extension (Machine)",,"Intro, lower RPE",1,"normal",108,10,,0,7
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Leg Extension (Machine)",,"Intro, lower RPE",2,"normal",108,10,,0,8.5
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Calf Press (Machine)",,"Increase 2nd set to 170\nIntro, lower RPE",0,"warmup",88,10,,0,6
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Calf Press (Machine)",,"Increase 2nd set to 170\nIntro, lower RPE",1,"normal",175,10,,0,8
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Calf Press (Machine)",,"Increase 2nd set to 170\nIntro, lower RPE",2,"normal",160,10,,0,7.5
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Cable Crunch",,"Intro, lower RPE",0,"warmup",20,10,,0,6
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Cable Crunch",,"Intro, lower RPE",1,"normal",40,11,,0,7
"Lower // Ramp // Strength // Intro","1 Sep 2025, 12:04","1 Sep 2025, 13:11","","Cable Crunch",,"Intro, lower RPE",2,"normal",40,10,,0,8
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Bench Press (Barbell)",,"Münster",0,"warmup",25,10,,0,6
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Bench Press (Barbell)",,"Münster",1,"warmup",35,6,,0,6
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Bench Press (Barbell)",,"Münster",2,"normal",57.5,10,,0,9.5
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Bench Press (Barbell)",,"Münster",3,"normal",57.5,7,,0,9.5
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Bench Press (Barbell)",,"Münster",4,"failure",52.5,8,,0,9.5
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Seated Shoulder Press (Machine)",,"Münster, different machine, entered old values",0,"warmup",30,10,,0,6
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Seated Shoulder Press (Machine)",,"Münster, different machine, entered old values",1,"normal",60,10,,0,8.5
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Seated Shoulder Press (Machine)",,"Münster, different machine, entered old values",2,"failure",60,11,,0,9.5
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Chest Fly (Dumbbell)",,"Münster, entered old values, keep focus on form next time",0,"warmup",6,10,,0,6
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Chest Fly (Dumbbell)",,"Münster, entered old values, keep focus on form next time",1,"normal",10,11,,0,9.5
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Chest Fly (Dumbbell)",,"Münster, entered old values, keep focus on form next time",2,"failure",10,9,,0,9.5
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Lateral Raise (Cable)",,"Münster, did single arm. Entered old values",0,"warmup",4,10,,0,6
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Lateral Raise (Cable)",,"Münster, did single arm. Entered old values",1,"normal",7.5,12,,0,9
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Lateral Raise (Cable)",,"Münster, did single arm. Entered old values",2,"failure",7.5,10,,0,9.5
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Triceps Extension (Cable)",,"Münster, entered old values",0,"warmup",12,10,,0,6
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Triceps Extension (Cable)",,"Münster, entered old values",1,"normal",24,12,,0,9
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Triceps Extension (Cable)",,"Münster, entered old values",2,"failure",24,10,,0,9.5
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Triceps Kickback (Cable)",,"Münster, entered old values",0,"warmup",5,10,,0,6
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Triceps Kickback (Cable)",,"Münster, entered old values",1,"failure",10,13,,0,9.5
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Dragon Flag",,"Münster, did lying machine, entered old values",0,"normal",,11,,0,8.5
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Dragon Flag",,"Münster, did lying machine, entered old values",1,"normal",,11,,0,9
"Push // Hypertrophy","30 Aug 2025, 11:15","30 Aug 2025, 12:26","","Dragon Flag",,"Münster, did lying machine, entered old values",2,"failure",,9,,0,9.5
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",35,10,,,6
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",45,6,,,6
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",70,10,,,8.5
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Lat Pulldown - Close Grip (Cable)",,"",3,"failure",70,10,,,10
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Chest Supported Incline Row (Dumbbell)",,"Increase next time (28)",0,"warmup",12,10,,,6
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Chest Supported Incline Row (Dumbbell)",,"Increase next time (28)",1,"warmup",16,6,,,6
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Chest Supported Incline Row (Dumbbell)",,"Increase next time (28)",2,"normal",26,10,,,8.5
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Chest Supported Incline Row (Dumbbell)",,"Increase next time (28)",3,"normal",26,10,,,9
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Chest Supported Incline Row (Dumbbell)",,"Increase next time (28)",4,"failure",26,10,,,10
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",35,10,,,6
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",72,10,,,9.5
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Seated Cable Row - V Grip (Cable)",,"",2,"failure",70,12,,,9.5
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Reverse Fly Single Arm (Cable)",,"",0,"warmup",4.5,10,,,6
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Reverse Fly Single Arm (Cable)",,"",1,"normal",9.5,12,,,8.5
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Reverse Fly Single Arm (Cable)",,"",2,"failure",9.5,12,,,9.5
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Shrug (Dumbbell)",,"",0,"warmup",12,10,,,6
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Shrug (Dumbbell)",,"",1,"warmup",16,6,,,6
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Shrug (Dumbbell)",,"",2,"normal",26,12,,,9.5
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Shrug (Dumbbell)",,"",3,"failure",26,10,,,10
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Bicep Curl (Cable)",,"Check history and increase (reps?) next time if possible",0,"warmup",12.5,10,,,6
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Bicep Curl (Cable)",,"Check history and increase (reps?) next time if possible",1,"normal",25,11,,,9.5
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Bicep Curl (Cable)",,"Check history and increase (reps?) next time if possible",2,"failure",25,8,,,10
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Preacher Curl (Barbell)",,"Check history and increase (reps?) next time if possible",0,"warmup",12.5,10,,,6
"Pull // Hypertrophy","29 Aug 2025, 11:54","29 Aug 2025, 13:07","","Preacher Curl (Barbell)",,"Check history and increase (reps?) next time if possible",1,"failure",22.5,9,,,10
